var,lo,mi,hi,n_eff,Rhat
ze[25],-1.0824476556907947,-0.12800447857405955,0.8016374938539175,14127.996627654553,0.9997709529269502
ze[26],-0.9437352998747381,-0.02806569943368014,0.8781435037680307,14773.331687838554,0.9995585664530597
ze[27],-1.0491523586240654,-0.11192537452708312,0.8172067481466593,16516.38877144188,0.9995916517067607
ze[28],-0.9601641543013978,-0.006208612420340774,0.9336144771458448,13736.273611691295,0.9996890547901408
ze[29],-0.7051542842180004,0.246882102414162,1.2137813378148974,14587.196841366349,0.9997557265169349
ze[30],-0.3214563175368388,0.6137341039244709,1.5299521896083157,12235.748831856283,0.9998512588323337
ze[31],-1.0620077977775182,-0.11222441841987148,0.8277694463365312,16027.162623485336,0.9995681914499767
ze[32],-0.9918764482483013,-0.04286469472792316,0.926211261677216,14984.970694352556,1.0000206341095481
ze[33],-0.9143060018210964,-0.01368545602020908,0.930054634105518,17488.072826153562,0.999656088557031
ze[34],-0.4797975108194369,0.5023541570153285,1.4272778997284734,13446.917631326955,0.9997636480307471
ze[35],-0.31186328112240586,0.6094905285304689,1.5598720575542888,13265.695758891292,1.0001203920753072
ze[36],-1.0606113984238021,-0.15024827585023987,0.7569066715490285,16096.259594526711,0.9998607361996598
ze[37],-1.2429725963308864,-0.31498565653187793,0.6080960688955637,15993.21343906248,0.999535831918845
ze[38],-1.0789094959716574,-0.14051831319159208,0.7701921991974954,14645.377806405717,0.9997953433562313
ze[39],-0.8579994551412042,0.11920999397939816,1.0369478510142862,14336.097622520452,0.9996040801704548
ze[40],-0.9554048386386448,-0.02456715809699839,0.9093299641121095,17900.390812728438,0.9996387203342865
ze[41],-1.1680760647256951,-0.28945824325747865,0.608354080233404,15986.50686835523,0.9996924163992712
ze[42],-1.142184378628773,-0.2153011262297397,0.7286802796690662,16016.801087528524,0.9997213878712236
ze[43],-0.9102003699638967,-0.0029457507132390173,0.9278953633234632,15088.162196378767,0.9999874164956385
ze[44],-1.080242539101388,-0.12482668471676082,0.8035257121940089,13869.699701940663,0.9998683984031266
ze[45],-1.0264313121149011,-0.08154331525265393,0.8661156261667702,16600.651699511054,0.9996994200513257
ze[46],-1.174110038549133,-0.2611037580818122,0.6784222348375699,13862.326986386852,0.999872950956185
ze[47],-0.9913850858762403,-0.06783010730758565,0.8702694472382226,15403.978523486821,0.9996386539100286
ze[48],-0.902970171215767,0.034393213670486485,0.9557087278782118,14333.379065420711,0.9996674719073653
ze[49],-0.9005555358078031,0.03703152288722339,0.988837152490906,16217.183468449799,0.9996653211853018
ze[50],-0.8693755302281461,0.04645469963651626,0.9595509461681231,15121.223284178408,0.9998831619962355
ze[51],-1.1173675334009414,-0.21195056866849205,0.7075106257537358,14349.18913762552,0.9996019600269296
ze[52],-1.0306620872918653,-0.08013345610744792,0.8643199090377087,16313.26869769424,0.999805045314714
ze[53],-0.9418028401076312,-0.03949140013589635,0.886775844988919,16236.946715880058,0.9997863598529817
ze[54],-0.9920478946519329,-0.054731730905425796,0.8794923537416464,15902.39090486337,0.9998103239556401
ze[55],-0.9326494629043849,-0.035405652345951236,0.8661142714127226,16601.05469821067,0.9998814648309656
ze[56],-0.8624492148510889,0.07005212394187389,1.0008972606401327,16109.310917105135,0.9995588096761449
ze[57],-0.8242536142640878,0.09466879139848496,0.9993207572847125,12768.664339890496,0.9997588642977073
ze[58],-0.8496535152822384,0.07429694861137974,0.9943752974757232,16631.7473865384,0.9996466842468866
ze[59],-0.8643318350995425,0.07231842516006032,1.0323719185549292,15694.946458280865,0.9998375741966375
ze[60],-0.8850970103078428,0.07904788345948914,0.9987409939275239,14491.656863608847,0.9999965995110922
ze[61],-0.8866327292318066,0.04027128240678404,0.9726276800419467,13279.793762945283,0.9998849537015175
ze[62],-0.8647210855646755,0.03882584516498631,0.9454937980568373,14531.03855002013,0.9997767120359159
ze[63],-0.9482363812719529,0.009364866342959348,0.972012912920653,15951.21892414519,0.9997338536723268
ze[64],-0.6424743770127687,0.28681703395334895,1.2047619974480634,14170.611346360922,0.999954050174866
ze[65],-0.7268271194547562,0.19036339288920961,1.1032393815339518,16822.736417978103,1.000035925535204
ze[66],-0.9360641871637051,-0.015784254818131623,0.9112690075486828,16085.689646527995,0.9997238146621692
ze[67],-0.9556032300053464,-0.005370005740007118,0.9545684261638007,18999.447215390537,0.9997838307345045
ze[68],-1.0972317662344684,-0.16259831439035372,0.7706131304252322,17394.685599528155,0.9999766957568537
ze[69],-0.6522132311769167,0.2753311235921557,1.2109107878149323,15222.939721328941,0.999716480464434
ze[70],-1.1891238549535998,-0.24870162255605985,0.6741448211677137,15779.800260120563,0.9998589002346367
ze[71],-1.1281533499559206,-0.20049938312340349,0.7648447983694646,15611.25654412295,0.9997370523230459
ze[72],-1.16483970597352,-0.222888153112425,0.7210067970392768,13845.219906395296,0.9997036080211245
ze[73],-0.6399939113323959,0.29105160400806585,1.2139004293743436,14990.016683903907,0.9998234520441742
ze[74],-0.7553415770546197,0.17225274094926096,1.0752675541421892,15023.937018734145,0.9997588319119167
ze[75],-1.0806748567109,-0.14300736555976581,0.7880685175471505,17196.778384465313,0.9996893633416173
ze[76],-1.1271735565961538,-0.19814105139921134,0.7150512340720255,16288.672867804748,0.9996015319837264
ze[77],-0.9714609885062362,-0.029082669508324853,0.88323324928488,16505.521707874297,0.9998541512413738
ze[78],-0.7179760886301436,0.2277248137753809,1.1478514962248867,15682.887963119243,0.9997707239812412
ze[79],-0.86954138350111,0.07868542597928721,1.0505477650307182,16110.830454407576,0.9997372524266618
ze[80],-0.7851599112150691,0.15322937969150904,1.0523478964167086,16828.50205593097,1.000080810905789
ze[81],-0.9252682572292222,0.036527302957078206,0.9804483093517447,15623.314716474119,0.9998949880895567
ze[82],-1.1957547495380714,-0.25849593821958006,0.6747159582651909,13145.140280414884,1.0000374632849511
ze[83],-1.2210183851169425,-0.29483984123775586,0.646116850010146,14209.851751026108,0.9996508839824267
ze[84],-1.0220458536913553,-0.09313146902605654,0.8496331833815527,15704.428028897473,0.9997713542248834
ze[85],-1.159706398697019,-0.2269727096122311,0.7200380065094194,14922.887282767313,0.9995573110869042
ze[86],-1.162100436746793,-0.19630369414736523,0.7447768054380755,15459.712825486644,0.9997441116107119
ze[87],-0.993860558765568,-0.04836406719191583,0.8812433352594524,16437.979823757425,0.9997020038423409
ze[88],-0.9756777876867688,-0.025035553544264125,0.9271702256882562,16827.89466392002,0.9996990389265861
ze[89],-0.5083095561137057,0.46832667895886,1.430426281356268,13339.29213550288,0.9997381572973087
ze[90],-0.8300801580090452,0.08876457767182652,1.0336756437031385,17237.464515448442,0.9996239786128533
ze[91],-0.7279082654239274,0.21984926649462386,1.168485958134926,13594.334707552158,0.9997541294446298
ze[92],-0.6283992034081436,0.2935188524360555,1.226765849729861,14290.275606038549,0.9999283759868529
ze[93],-0.9358576506960157,0.014674333230228782,0.9409101271230714,13113.963468448343,1.0000488814045696
ze[94],-1.3379251540274029,-0.40182790719154426,0.5473181813417806,12511.113884156533,0.9999893590313512
ze[95],-1.1256804317013303,-0.21868851984354326,0.7091674337352528,15650.279854777065,0.9998402281901283
ze[96],-1.1857960393607005,-0.2507869062356082,0.6777323615744892,15794.735696639853,0.9996663969474919
ze[97],-1.1942892114143562,-0.251787755275529,0.6815256549162352,16503.16723833644,0.9996081302725214
ze[98],-1.0620731409705746,-0.11750238220373119,0.8402003251411412,14614.19498472174,0.9996676337660149
ze[99],-1.0907678495863005,-0.13100972228772445,0.8409859207507666,17294.0372480949,1.0000033753674904
ze[100],-1.0965128252671046,-0.15824309006555518,0.7969155969718988,15948.160794264928,0.9997226333732773
ze[101],-0.9576873840911281,-0.039113335545188234,0.862053127996901,14217.81272764228,0.9996367049154351
ze[102],-0.9256588239474942,0.03155276524833449,0.9305056246209615,16453.62498359923,0.9997722613866635
ze[103],-0.9211222869377638,0.025919006390835986,0.9703774431368143,14089.43383919233,0.9995838727994292
ze[104],-0.9430894314356857,0.023416298607117917,0.9645465682856211,16243.847982383211,0.9996783303639573
ze[105],-0.9577838580308362,-9.825803796425572e-4,0.9521978232481545,16724.539922973232,0.9996466239707165
ze[106],-0.935340187155049,-0.019592301731905015,0.92062976949013,13910.156716865664,1.000111859648147
ze[107],-0.9973605261106435,-0.0458099000704207,0.9155856121680049,14027.321803093222,0.9997440980873096
ze[108],-0.9641427644451748,-0.025723682935483848,0.9271027265071949,15077.176621565688,0.9996515632851456
ze[109],-1.0862362053606176,-0.20909909319912046,0.6873381922041402,14158.184262739362,1.0000203854097724
ze[110],-1.0576451714149262,-0.142257136430269,0.7606314476211865,16427.40357990995,0.9999343409329282
ze[111],-0.9443915148348172,-0.03443110916463049,0.8944067204421056,14757.002048555152,0.999813494695373
ze[112],-0.943927110135939,-0.035308658185506714,0.8913123118181164,14914.372142166223,1.0001521448944053
ze[113],-0.9358163980128607,-0.03874961400770927,0.8888954529029237,15140.907409404002,0.9997474106755453
ze[114],-0.9818336488514401,-0.0431250049329443,0.8742871068586446,14910.445808628172,0.9996297361347847
ze[115],-0.910576974888444,0.0027666053105329727,0.9770387209789289,14684.394340328798,0.9998815069546847
ze[116],-0.8806145759368235,0.05809429936216033,0.9589243054733394,16520.418634624926,0.9998440021106613
ze[117],-0.9220017775018245,0.017607540658752606,0.9519694795072495,16087.026672374164,0.9997565452917985
ze[118],-0.2922713689363794,0.6498958832922468,1.5867627157270645,10762.612642166114,0.9998746113498572
ze[119],-1.1008094238103074,-0.11793922423725468,0.8610318637768483,16641.427374356295,0.9998022247832992
ze[120],-0.967804571808395,-0.022100021235967084,0.9374868966485479,14196.709333907867,1.0001530352012005
ze[121],-0.5535308283418344,0.39026843126842303,1.309740655590289,14104.362361763753,0.9996296448291955
ze[122],-0.6682924579422623,0.27442015256239,1.2226880796719966,16103.944183783407,0.9997418270027508
ze[123],-0.7350483109085939,0.17519322454539252,1.1109500867066853,14360.914576692849,0.999681825877542
ze[124],-1.0490381617326932,-0.10385399817154495,0.8107428301455122,14631.734904216484,0.9997692094174562
ze[125],-1.137039207597445,-0.19290194129697805,0.7608386202836349,15972.211821087478,0.9998181852348078
ze[126],-1.17782438705914,-0.23657716933987097,0.7322171577014488,15767.588651588194,0.9999361559189639
ze[127],-0.913654926224567,0.0322717571708567,0.9819700458253486,15968.596217932873,0.9996354742606911
ze[128],-1.099317173621226,-0.17859132341338213,0.7539619271437574,17490.3603556603,0.999800644378741
ze[129],-1.078807778754224,-0.17771305016897165,0.724652352147463,14639.167910743385,0.9997301938061104
ze[130],-0.88602266593421,0.03394056631999026,0.947189811721299,14606.012005396415,0.99997065237012694
ze[131],-0.8687423012038601,0.06514928831197726,0.9929698960219945,15967.836178643238,0.9997950565361603
ze[132],-0.8482666159663803,0.1078787887192913,1.0541463077917987,17003.072421184817,0.9999052597863427
ze[133],-0.9703937288397397,-0.06549088247503887,0.8563133821630788,15869.67910633254,0.9998593049324469
ze[134],-0.9883476371703919,-0.05974398752018478,0.8602078006286492,16683.735122843318,0.9996820120049843
ze[135],-0.9713273768292289,-0.0365614345030397,0.8916375038897361,16015.757047199762,0.9996333683277528
ze[136],-1.2033658607723428,-0.26302984450962863,0.6902876504964729,13715.943638511746,0.9996024431550096
ze[137],-1.2048565979888428,-0.2718139411736523,0.6703536310087115,14221.68058193644,0.9995878391971015
ze[138],-1.1417062712368122,-0.2276062762439912,0.7049259228027305,15663.230405463757,0.99962722754296085
ze[139],-1.1573756848811259,-0.1965513173850381,0.7739809272213448,16023.347407165926,0.999969884596842
ze[140],-1.0085815093705737,-0.10346290885346346,0.8436400478447907,15123.348837702135,0.9997638866926633
ze[141],-0.8223806817981567,0.09231795803301367,1.0173008891811994,15659.914557471908,0.9998242761123164
ze[142],-1.0106474347418093,-0.09493831931341395,0.8328958358798234,15979.473042542702,0.9996694101864355
ze[143],-1.008837434137777,-0.07943825752146103,0.8722577556703377,16066.758396644942,0.9996353484268867
ze[144],-1.061758079893956,-0.11899255439626447,0.8207559465108824,18054.49566564771,0.9998236444437367
ze[145],-1.185158531328538,-0.24124060346483667,0.677192616980098,17239.18835293103,0.9996665810959005
ze[146],-1.075876878953747,-0.16168307811291643,0.7743443018378454,16070.80882813041,0.9997157788586164
ze[147],-0.8486961838694387,0.08676180522575318,1.0295969428401843,17327.225730650625,0.9997400097073545
ze[148],-0.8491124647247247,0.10279550907192894,1.052234392488661,18839.150682135158,0.9995819865557107
ze[149],-0.6888677969898379,0.22136674398825107,1.11163758409677,15011.900941955822,1.0000692187601168
ze[150],-0.9924275593639806,-0.08665824825406837,0.8227830857439224,14779.533862242328,0.9996427193893227
ze[151],-1.1122294197231959,-0.18083816356190877,0.7380362947794223,16450.697888233724,0.999727388088731
ze[152],-1.0323762491626947,-0.08105286120016053,0.8646238827733117,13791.011297817393,0.9998794564018693
ze[153],-0.998917608035832,-0.06379011017041522,0.8946590015832613,17535.523207279533,0.9996924300514982
ze[154],-1.1631282899894622,-0.20739939696678839,0.7170447579480012,15466.318967930287,0.999684855711
ze[155],-1.0952743731659575,-0.16200513372796865,0.7536501659613838,14906.436367807552,0.99961775548579
ze[156],-0.9417513731969446,-0.01497748443374751,0.9031615196157461,14118.024015359546,0.9998540988795087
ze[157],-1.0023629202972564,-0.05742916922910217,0.870668584623564,15139.340477900525,0.9996812303949295
ze[158],-1.0122601697665246,-0.05735772247877369,0.8475431493080278,14435.164074832668,0.9997136364881982
ze[159],-0.999579803633358,-0.09897627498585594,0.8190283201499304,16557.947924377288,0.9997190271454127
ze[160],-0.9382731970201527,-0.009990739882613285,0.882582454838208,19109.65160054259,0.9995717183763739
ze[161],-0.8550065386938335,0.0513952162214721,0.950578341217192,15801.700010105336,0.9995649449023617
ze[162],-0.864682208113898,0.08029066715490996,1.0088599421458473,15333.492236068405,0.9996171066187144
ze[163],-0.9280221034640793,-0.01896053814518886,0.904294756657865,16683.04661357889,0.9998095261235659
ze[164],-0.8547783601225561,0.07154779374912923,1.0128891751530613,15034.173162065388,0.999627705764493
ze[165],-0.7558659565396836,0.15870690198025067,1.0785302084892487,15005.866409019685,0.9999954741209987
ze[166],-0.7356624371772257,0.194792509069329,1.1367437927657176,14781.652088480989,0.9997953701732006
ze[167],-0.8420827924674444,0.05759500297773623,1.0045254464306064,16791.865913510475,0.9996353468572355
ze[168],-0.9350685011571294,0.006460652062198216,0.9198950477267352,14664.463908909616,0.9998047382015649
ze[169],-0.852279847715531,0.057012199954651774,0.9822140527534815,14936.72260556183,0.9996754468908952
ze[170],-0.8721933798270038,0.05381311170168143,0.9740364946088855,15453.651789237976,0.9999097674200693
ze[171],-0.9003090413464923,0.047643317328721804,1.0032665438391812,15964.394067972447,0.9999074968428333
ze[172],-0.978920807989637,-0.024191463901459292,0.9281508769011947,15453.74247559749,0.9996152701313371
ze[173],-0.9881419728375456,-0.058040249816722705,0.8912259568321099,16878.23043568623,0.9996861603545035
ze[174],-0.9092729432074645,0.06445218843362965,1.0158125225034293,16334.578514841463,0.9996024055405428
ze[175],-0.9562147974837636,-0.04388163480663065,0.8571484864497625,16122.68874075445,0.9996155196524321
ze[176],-0.9281947207404957,0.010060816051357419,0.933840756574811,16355.368549321554,0.9996029772283512
ze[177],-0.6976568559990863,0.24098778024883516,1.1783512182881881,15388.9581655647,0.9995850550960046
ze[178],-0.8926675434633353,0.042408521822610616,0.9418922009505202,15165.942022414642,0.9996488481859555
ze[179],-0.9130404298656534,0.03277986530136345,1.0041686227534665,17850.335792839847,0.9995398673437501
ze[180],-1.0083011755076572,-0.06045444499107824,0.9090863713804112,15037.860260539726,0.9997135056836821
ze[181],-0.798871993132088,0.12690585625770096,1.0759020014716842,14090.390794989391,0.9998095580205522
ze[182],-0.7909064105081776,0.16390478432848027,1.1233463622596052,14615.687883313904,0.9996470160279489
ze[183],-1.1964763533818128,-0.2672461535544641,0.6955082586821122,14359.822793946842,0.9999553065857637
ze[184],-1.0746745533627637,-0.15704982222191144,0.7830662688487913,17338.514217800337,0.9996584109141032
ze[185],-0.886183615706817,0.06450963128243006,1.0147251786372768,15581.294256171497,0.9998597546742233
ze[186],-0.8799893987448073,0.040921145707293244,0.9804615867317803,17923.872256940263,0.9996578762964778
ze[187],-0.9534140014194511,0.004851417513272598,0.913895987232448,14147.878947947645,0.999746272091246
ze[188],-0.9895041058697582,-0.05394746387423488,0.8890315010070116,18056.210936944553,0.9997376514762395
ze[189],-0.9646743212862535,-0.023647238138932606,0.9243943887099288,15425.587860286889,0.9998035992490535
ze[190],-1.211269015392822,-0.2733966473704917,0.671835633098645,15065.928394845107,0.9996133304002245
ze[191],-1.0935311640163248,-0.16721634671785415,0.7576559674689776,16504.89050677588,0.999841663029739
ze[192],-1.0358713284312069,-0.07506120591794341,0.8684792421976572,16474.09127159169,0.9998698480561357
ze[193],-1.1428719910434193,-0.17187269480834227,0.7689957970784991,15600.455739349125,0.9996442581015906
ze[194],-1.0559054550158544,-0.1055880254000692,0.8412127061404873,16374.612198236748,0.9996708698370825
ze[195],-0.8921009935272823,0.040895814455282675,0.9590098531694384,15660.544861660117,1.0000320722881106
ze[196],-0.8977597092024552,0.03688357655876996,0.9545879823666833,16821.04917708238,0.9996148347516218
ze[197],-0.8084773307168969,0.1533406578805538,1.0687565617009718,16245.956493267078,0.9997158902146023
ze[198],-0.8817990347563776,0.050107241298984015,0.9909019986698946,14903.186334247215,0.9997797905448575
ze[199],-1.4132002938438706,-0.5104339251962394,0.43303882863031723,13262.943899988959,0.9996613168937719
ze[200],-1.2937498019188771,-0.3797688442942351,0.5512559583274607,14067.95030945528,0.9996725588062993
ze[201],-1.2018096261055393,-0.2781630541627528,0.6269968532979212,14703.851020792006,1.0000034418618569
ze[202],-1.111909167879402,-0.20820766763184534,0.7213358070673961,16127.780673298948,0.9996705719746961
ze[203],-1.0730536286806855,-0.134437144820061,0.8165830252466961,16543.26397904537,0.9998124862639047
ze[204],-0.9401358636674889,-0.044526652131194625,0.8917897977017082,15835.901123820038,0.9997509302142356
ze[205],-0.9819725191305437,-0.05928734138730508,0.8691486784460957,14452.829843172804,0.9998426602787932
ze[206],-0.9797929377097725,-0.023561920777826158,0.9140009759378681,14996.954822552801,0.9997326236167895
ze[207],-0.9932384804010864,-0.038039562764972064,0.8952057679644789,16051.193654478153,0.9997223853243005
ze[208],-1.005451540987692,-0.08143835842082875,0.8282701277826497,16782.45554700094,0.9995873363591103
ze[209],-0.8637151229276996,0.028921851668124575,0.919585668159908,14254.745552847675,0.999951184961936
ze[210],-0.8787825535082432,0.06818634946800833,0.9930914950856968,17114.35249883763,0.9997337377054839
ze[211],-0.8663830242859539,0.06121034479983715,0.969715399445847,14555.319090826775,0.9998147352605244
ze[212],-0.9170065166073553,0.03806527857338229,0.9840178796352957,13419.079074030275,0.9997647524482138
ze[213],-0.9411794901522866,-5.144239836893426e-4,0.9410141836917899,14519.15079793308,0.9997095469006665
ze[214],-0.9087923413257282,0.04101933245213672,0.9936448902238427,16505.544358325675,0.9998835609710532
ze[215],-0.8460040867853653,0.10196534160498294,1.0221514461784362,15615.14880330619,0.9996896472523745
ze[216],-0.9661491369949953,-0.011059408154829316,0.9545716246018692,16440.883889344015,1.000284063330469
ze[217],-0.8140084755886523,0.11616358930249093,1.0323272490896531,15700.493746656972,0.9997853710183064
ze[218],-0.6201588084107366,0.2933896292195811,1.2181384434568878,16084.1056409286,0.9995881524091786
ze[219],-0.7388081769549698,0.18323875895303243,1.0958389313417436,14116.920227288532,0.9996930077431084
ze[220],-0.7519952698063622,0.19147104496782894,1.0969165611393727,14037.358711527977,0.99973070998466
ze[221],-0.7028325430125215,0.19487603724125002,1.1008910128511764,13813.32476953193,0.9998187940797946
ze[222],-0.6928901271402901,0.20660099886772576,1.1298734353113293,15426.136462584243,0.9997843152353844
ze[223],-0.680312870028603,0.2727833111840368,1.2162843314273202,15234.704889911842,0.9999288898628357
