lakeid,trans,dist,setdate,coldate,andate,daysout,trayweight,dw_tray,dw,fract_bgch,fract_smch,fract_simu,bgch,smch,simu,comments,
hel,hel1,5,2013-06-05,2013-06-21,2013-06-22,16,NA,NA,NA,1,1,1,144,4,83,,
hel,hel1,50,2013-06-05,2013-06-21,2013-06-22,16,NA,NA,NA,1,1,1,11,17,38,,
hel,hel1,150,2013-06-05,2013-06-21,2013-06-22,16,NA,NA,NA,1,1,1,2,9,28,,
hel,hel1,500,2013-06-05,2013-06-21,2013-06-22,16,NA,NA,NA,1,1,1,1,1,105,,
hel,hel2,5,2013-06-05,2013-06-21,2013-06-22,16,NA,NA,NA,1,1,1,102,22,201,,
hel,hel2,50,2013-06-05,2013-06-21,2013-06-22,16,NA,NA,NA,1,1,1,7,15,35,,
hel,hel2,150,2013-06-05,2013-06-21,2013-06-22,16,NA,NA,NA,1,1,1,10,35,35,,
hel,hel2,500,2013-06-05,2013-06-21,2013-06-22,16,NA,NA,NA,1,1,1,2,4,60,,
hel,hel1,5,2013-06-21,2013-07-03,2013-07-04,12,NA,NA,NA,1,1,1,3,119,316,,
hel,hel1,50,2013-06-21,2013-07-03,2013-07-04,12,NA,NA,NA,1,1,1,0,61,39,,
hel,hel1,150,2013-06-21,2013-07-03,2013-07-04,12,NA,NA,NA,1,1,1,1,11,75,,
hel,hel1,500,2013-06-21,2013-07-03,2013-07-04,12,NA,NA,NA,1,1,1,0,9,147,,
hel,hel2,5,2013-06-21,2013-07-03,2013-07-04,12,NA,NA,NA,1,1,1,6,325,105,,
hel,hel2,50,2013-06-21,2013-07-03,2013-07-04,12,NA,NA,NA,1,1,1,0,35,15,,
hel,hel2,150,2013-06-21,2013-07-03,2013-07-04,12,NA,NA,NA,1,1,1,5,41,31,,
hel,hel2,500,2013-06-21,2013-07-03,2013-07-04,12,NA,NA,NA,1,1,1,0,4,27,,
hel,hel1,5,2013-07-03,2013-07-18,2013-07-18,15,NA,NA,NA,1,1,1,0,357,9,,
hel,hel1,50,2013-07-03,2013-07-18,2013-07-18,15,NA,NA,NA,1,1,1,0,419,8,,
hel,hel1,150,2013-07-03,2013-07-18,2013-07-18,15,NA,NA,NA,1,1,1,0,56,2,,
hel,hel1,500,2013-07-03,2013-07-18,2013-07-18,15,NA,NA,NA,1,1,1,0,21,4,,
hel,hel2,5,2013-07-03,2013-07-18,2013-07-18,15,NA,NA,NA,1,1,1,0,720,6,,
hel,hel2,50,2013-07-03,2013-07-18,2013-07-18,15,NA,NA,NA,1,1,1,0,169,0,,
hel,hel2,150,2013-07-03,2013-07-18,2013-07-18,15,NA,NA,NA,1,1,1,0,156,14,,
hel,hel2,500,2013-07-03,2013-07-18,2013-07-18,15,NA,NA,NA,1,1,1,0,12,8,,
hel,hel1,5,2013-07-18,2013-08-01,2013-08-01,14,NA,NA,NA,1,1,1,0,113,0,,
hel,hel1,50,2013-07-18,2013-08-01,2013-08-01,14,NA,NA,NA,1,1,1,0,29,18,,
hel,hel1,150,2013-07-18,2013-08-01,2013-08-01,14,NA,NA,NA,1,1,1,0,9,6,,
hel,hel1,500,2013-07-18,2013-08-01,2013-08-01,14,NA,NA,NA,1,1,1,0,9,1,,
hel,hel2,5,2013-07-18,2013-08-01,2013-08-01,14,NA,NA,NA,1,1,1,0,96,4,,
hel,hel2,50,2013-07-18,2013-08-01,2013-08-01,14,NA,NA,NA,1,1,1,0,27,4,,
hel,hel2,150,2013-07-18,2013-08-01,2013-08-01,14,NA,NA,NA,1,1,1,0,24,11,,
hel,hel2,500,2013-07-18,2013-08-01,2013-08-01,14,NA,NA,NA,1,1,1,0,1,1,,
hel,hel1,5,2013-08-01,2013-08-15,2013-08-15,14,NA,NA,NA,1,1,1,0,7,0,,
hel,hel1,50,2013-08-01,2013-08-15,2013-08-15,14,NA,NA,NA,1,1,1,0,8,2,,
hel,hel1,150,2013-08-01,2013-08-15,2013-08-15,14,NA,NA,NA,1,1,1,0,2,3,,
hel,hel1,500,2013-08-01,2013-08-15,2013-08-15,14,NA,NA,NA,1,1,1,0,7,1,,
hel,hel2,5,2013-08-01,2013-08-15,2013-08-15,14,NA,NA,NA,1,1,1,1,23,3,,
hel,hel2,50,2013-08-01,2013-08-15,2013-08-15,14,NA,NA,NA,1,1,1,0,5,14,,
hel,hel2,150,2013-08-01,2013-08-15,2013-08-15,14,NA,NA,NA,1,1,1,0,7,1,,
hel,hel2,500,2013-08-01,2013-08-15,2013-08-15,14,NA,NA,NA,1,1,1,0,2,2,,
myv,btl,5,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,418,208,5,,
myv,btl,5,2013-06-05,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,1073,1,,
myv,btl,50,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,625,505,1,,
myv,btl,150,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,933,164,19,,
myv,flg,5,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,392,180,5,,
myv,flg,50,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,839,356,0,,
myv,flg,150,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,744,356,0,,
myv,flg,500,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,166,68,0,,
myv,hag,5,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,821,7470,15,sample was split for counting and apprx 33% of big chir lost. Estimate 0f 204 added to 617 to obtain 821,
myv,hag,50,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,1384,237,7,,
myv,hag,150,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,403,403,4,,
myv,hag,500,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,56,53,8,,
myv,kal,5,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,206,246,1,,
myv,kal,50,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,1695,489,60,,
myv,kal,150,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,1290,76,6,,
myv,non,5,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,835,3195,3,,
myv,non,50,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,897,85,6,,
myv,non,150,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,629,63,3,,
myv,skf,20,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,1081,1121,11,,
myv,skf,50,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,845,530,5,,
myv,skf,200,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,690,445,10,,
myv,skf,350,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,140,211,4,,
myv,vin,5,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,2100,717,12,,
myv,vin,50,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,894,126,8,,
myv,vin,150,2013-06-05,2013-06-18,2013-06-19,13,NA,NA,NA,1,1,1,749,190,6,,
myv,btl,5,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,16,152,6,,
myv,btl,50,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,23,148,19,,
myv,btl,150,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,46,32,25,,
myv,flg,5,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,55,728,17,,
myv,flg,50,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,199,482,12,,
myv,flg,150,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,130,118,1,,
myv,flg,500,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,44,74,7,,
myv,hag,5,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,28,517,23,,
myv,hag,50,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,37,74,26,,
myv,hag,150,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,42,94,20,,
myv,hag,500,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,2,8,19,,
myv,kal,5,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,31,258,15,,
myv,kal,50,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,142,141,13,,
myv,kal,150,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,42,47,4,,
myv,non,5,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,91,1608,2,,
myv,non,50,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,98,236,0,,
myv,non,150,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,131,136,7,,
myv,skf,20,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,32,93,28,,
myv,skf,50,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,24,73,24,,
myv,skf,200,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,13,61,11,,
myv,skf,350,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,3,40,10,,
myv,vin,5,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,256,758,24,,
myv,vin,50,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,74,92,14,,
myv,vin,150,2013-06-18,2013-07-03,2013-07-04,15,NA,NA,NA,1,1,1,195,148,22,,
myv,btl,5,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,0,70,3,,
myv,btl,50,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,0,47,5,,
myv,btl,150,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,7,25,5,,
myv,flg,5,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,14,1387,22,,
myv,flg,50,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,42,1034,20,,
myv,flg,150,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,63,327,6,,
myv,flg,500,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,12,43,1,,
myv,hag,5,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,6,276,27,,
myv,hag,50,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,0,31,15,,
myv,hag,150,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,0,38,4,"mislabled as pitfall in field, recovered",
myv,hag,500,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,0,24,9,,
myv,kal,5,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,4,447,8,,
myv,kal,50,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,17,189,8,,
myv,kal,150,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,16,231,2,,
myv,non,5,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,7,697,16,,
myv,non,50,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,19,98,44,,
myv,non,150,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,20,114,6,,
myv,skf,20,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,1,79,11,,
myv,skf,50,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,0,41,1,,
myv,skf,200,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,1,36,9,,
myv,skf,350,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,1,20,1,,
myv,vin,5,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,9,216,24,,
myv,vin,50,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,10,68,6,,
myv,vin,150,2013-07-03,2013-07-17,2013-07-17,14,NA,NA,NA,1,1,1,7,52,19,,
myv,btl,5,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,0.1,0.1,0.1,0,718,0,,
myv,btl,50,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,0.1,0.1,0.1,0,632,3,,
myv,btl,150,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,1,1,1,1,880,2,,
myv,flg,5,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,1,1,1,5,3140,4,,
myv,flg,50,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,0.1,0.1,0.1,2,887,2,,
myv,flg,150,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,1,1,1,4,269,0,,
myv,flg,500,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,1,1,1,48,316,1,,
myv,hag,5,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,1,1,1,0,1624,17,,
myv,hag,50,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,1,1,1,3,918,16,,
myv,hag,150,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,1,1,1,0,263,12,,
myv,hag,500,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,1,1,1,0,34,5,,
myv,kal,5,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,0.1,0.1,0.1,0,995,0,,
myv,kal,50,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,0.1,0.1,0.1,0,654,0,,
myv,kal,150,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,0.1,0.1,0.1,1,771,3,,
myv,non,5,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,0.1,0.1,0.1,0,654,0,,
myv,non,50,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,0.1,0.1,0.1,0,633,0,,
myv,non,150,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,0.1,0.1,0.1,0,529,1,,
myv,skf,20,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,1,1,1,0,1506,3,,
myv,skf,50,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,1,1,1,2,336,19,,
myv,skf,200,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,1,1,1,0,127,0,,
myv,skf,350,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,1,1,1,0,95,10,,
myv,vin,5,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,0.1,0.1,0.1,0,679,0,,
myv,vin,50,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,0.1,0.1,0.1,1,720,0,,
myv,vin,150,2013-07-17,2013-07-31,2013-08-01,14,NA,NA,NA,1,1,1,1,1917,7,,
myv,btl,5,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,1073,1,,
myv,btl,50,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,1875,1,,
myv,btl,150,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,319,0,,
myv,flg,5,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,3,334,2,,
myv,flg,50,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,1,399,1,,
myv,flg,150,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,97,0,,
myv,flg,500,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,14,0,,
myv,hag,5,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,1872,0,,
myv,hag,50,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,1,711,5,,
myv,hag,150,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,176,2,,
myv,hag,500,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,33,0,,
myv,kal,5,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,0.1,0.1,0.1,0,764,2,,
myv,kal,50,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,1859,7,,
myv,kal,150,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,931,0,,
myv,non,5,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,0.1,0.1,0.1,0,613,0,,
myv,non,50,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,2721,0,,
myv,non,150,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,426,2,,
myv,skf,20,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,512,0,,
myv,skf,50,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,311,0,,
myv,skf,200,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,1,58,0,,
myv,skf,350,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,1,36,1,,
myv,vin,5,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,631,4,,
myv,vin,50,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,782,3,,
myv,vin,150,2013-07-31,2013-08-14,2013-08-14,14,NA,NA,NA,1,1,1,0,174,9,,
hel,hel1,5,2014-06-14,2014-06-29,2014-06-29,15,1035,1068,33,1,1,1,0,180,0,,
hel,hel1,50,2014-06-14,2014-06-29,2014-06-29,15,1005,1073,68,1,1,1,0,257,7,,
hel,hel1,150,2014-06-14,2014-06-29,2014-06-29,15,1032,1043,11,1,1,1,0,47,3,,
hel,hel1,500,2014-06-14,2014-06-29,2014-06-29,15,999,1012,13,1,1,1,4,26,6,,
hel,hel2,5,2014-06-14,2014-06-29,2014-06-29,15,985,1031,46,1,1,1,1,278,17,,
hel,hel2,50,2014-06-14,2014-06-29,2014-06-29,15,1063,1092,29,1,1,1,1,387,1,,
hel,hel2,150,2014-06-14,2014-06-29,2014-06-29,15,1012,1027,15,1,1,1,0,106,4,,
hel,hel2,500,2014-06-14,2014-06-29,2014-06-29,15,1006,1011,5,1,1,1,0,14,6,,
hel,hel1,5,2014-06-29,2014-07-15,2014-07-15,16,1004,1022,18,NA,NA,NA,NA,NA,NA,,
hel,hel1,50,2014-06-29,2014-07-15,2014-07-15,16,999,1017,18,NA,NA,NA,NA,NA,NA,,
hel,hel1,150,2014-06-29,2014-07-15,2014-07-15,16,1023,1027,4,NA,NA,NA,NA,NA,NA,,
hel,hel1,500,2014-06-29,2014-07-15,2014-07-15,16,1005,1010,5,NA,NA,NA,NA,NA,NA,,
hel,hel2,5,2014-06-29,2014-07-15,2014-07-15,16,1007,1019,12,NA,NA,NA,NA,NA,NA,,
hel,hel2,50,2014-06-29,2014-07-15,2014-07-15,16,1033,1038,5,NA,NA,NA,NA,NA,NA,,
hel,hel2,150,2014-06-29,2014-07-15,2014-07-15,16,na,na,na,NA,NA,NA,NA,NA,NA,"no sample cup, one set up on collection date",
hel,hel2,500,2014-06-29,2014-07-15,2014-07-15,16,1000,1005,5,NA,NA,NA,NA,NA,NA,,
hel,hel1,5,2014-07-15,2014-07-29,2014-07-29,14,NA,NA,NA,1,1,1,1,56,2,,
hel,hel1,50,2014-07-15,2014-07-29,2014-07-29,14,NA,NA,NA,1,1,1,0,26,1,,
hel,hel1,150,2014-07-15,2014-07-29,2014-07-29,14,NA,NA,NA,1,1,1,0,1,2,,
hel,hel1,500,2014-07-15,2014-07-29,2014-07-29,14,NA,NA,NA,1,1,1,0,19,0,,
hel,hel2,5,2014-07-15,2014-07-29,2014-07-29,14,NA,NA,NA,1,1,1,0,24,2,,
hel,hel2,50,2014-07-15,2014-07-29,2014-07-29,14,NA,NA,NA,1,1,1,0,7,1,,
hel,hel2,150,2014-07-15,2014-07-29,2014-07-29,14,NA,NA,NA,1,1,1,1,8,0,,
hel,hel2,500,2014-07-15,2014-07-29,2014-07-29,14,NA,NA,NA,1,1,1,0,40,0,,
myv,btl,5,2014-05-31,2014-06-08,2014-06-08,8,1378,2215,837,0.1,0.1,0.1,14,714,6,,
myv,btl,50,2014-05-31,2014-06-08,2014-06-08,8,1346,2304,958,0.1,0.1,0.1,28,824,3,"data sheet has 0.2 fraction counted, probably mistake so changed to 0.1",
myv,btl,150,2014-05-31,2014-06-08,2014-06-08,8,1345,1938,593,0.5,0.5,0.5,59,1304,44,,
myv,flg,5,2014-05-31,2014-06-08,2014-06-08,8,1357,1735,378,0.5,0.5,0.5,76,1070,6,,
myv,flg,50,2014-05-31,2014-06-08,2014-06-08,8,1307,1910,603,1,1,1,186,3274,5,,
myv,flg,150,2014-05-31,2014-06-08,2014-06-08,8,1334,1774,440,0.5,0.5,0.5,155,794,0,,
myv,flg,500,2014-05-31,2014-06-08,2014-06-08,8,1276,1418,142,1,1,1,107,665,1,,
myv,hag,5,2014-05-31,2014-06-08,2014-06-08,8,1295,2900,1605,0.1,0.1,0.1,13,1091,1,counts are only subsample (not mulitplied up yet),
myv,hag,50,2014-05-31,2014-06-08,2014-06-08,8,1333,2058,725,0.1,0.1,0.1,21,804,3,,
myv,hag,150,2014-05-31,2014-06-08,2014-06-08,8,1338,1691,353,0.5,0.5,0.5,88,965,26,,
myv,hag,500,2014-05-31,2014-06-08,2014-06-08,8,1307,1386,79,1,1,1,15,327,41,,
myv,kal,5,2014-05-31,2014-06-08,2014-06-08,8,1280,2132,852,0.1,0.1,0.1,7,566,0,,
myv,kal,50,2014-05-31,2014-06-08,2014-06-08,8,1291,2229,938,0.1,0.1,0.1,22,630,10,,
myv,kal,150,2014-05-31,2014-06-08,2014-06-08,8,1300,2352,1052,0.1,0.1,0.1,36,647,1,,
myv,non,5,2014-05-31,2014-06-08,2014-06-08,8,2569,3827.9,1258.9,0.1,0.1,0.1,2,1018,4,"sample was split up to be dried, added back together here with weight of paper label subtracted",
myv,non,50,2014-05-31,2014-06-08,2014-06-08,8,1296,2399,1103,0.1,0.1,0.1,40,867,4,,
myv,non,150,2014-05-31,2014-06-08,2014-06-08,8,1313,1897,584,0.1,0.1,0.1,31,387,1,,
myv,skf,20,2014-05-31,2014-06-08,2014-06-08,8,1299,2341,1042,0.1,0.1,0.1,4,853,3,,
myv,skf,50,2014-05-31,2014-06-08,2014-06-08,8,1359,2368,1009,0.1,0.1,0.1,6,769,0,,
myv,skf,200,2014-05-31,2014-06-08,2014-06-08,8,1365,1804,439,0.5,0.5,0.5,20,1076,6,,
myv,skf,350,2014-05-31,2014-06-08,2014-06-08,8,1284,1531,247,0.5,0.5,0.5,10,698,3,,
myv,vin,5,2014-05-31,2014-06-08,2014-06-08,8,1313,2907,1594,0.1,0.1,0.1,34,1122,2,,
myv,vin,50,2014-05-31,2014-06-08,2014-06-08,8,1367,2158,791,0.1,0.1,0.1,25,639,1,,
myv,vin,150,2014-05-31,2014-06-08,2014-06-08,8,1350,1973,623,1,1,1,143,3074,3,,
myv,btl,5,2014-06-08,2014-06-22,2014-06-22,14,1016,1653,637,NA,NA,NA,NA,NA,NA,,
myv,btl,50,2014-06-08,2014-06-22,2014-06-22,14,991,1451,460,NA,NA,NA,NA,NA,NA,,
myv,btl,150,2014-06-08,2014-06-22,2014-06-22,14,959,1385,426,NA,NA,NA,NA,NA,NA,,
myv,flg,5,2014-06-08,2014-06-22,2014-06-22,14,984.4,1176,191.6,NA,NA,NA,NA,NA,NA,,
myv,flg,50,2014-06-08,2014-06-22,2014-06-22,14,1020,1343,323,NA,NA,NA,NA,NA,NA,,
myv,flg,150,2014-06-08,2014-06-22,2014-06-22,14,1013,1231,218,NA,NA,NA,NA,NA,NA,,
myv,flg,500,2014-06-08,2014-06-22,2014-06-22,14,998,1044,46,NA,NA,NA,NA,NA,NA,,
myv,hag,5,2014-06-08,2014-06-22,2014-06-22,14,961.7,2821,1859.3,NA,NA,NA,NA,NA,NA,,
myv,hag,50,2014-06-08,2014-06-22,2014-06-22,14,1008,1661,653,NA,NA,NA,NA,NA,NA,,
myv,hag,150,2014-06-08,2014-06-22,2014-06-22,14,999,1328,329,NA,NA,NA,NA,NA,NA,,
myv,hag,500,2014-06-08,2014-06-22,2014-06-22,14,1003,1056,53,NA,NA,NA,NA,NA,NA,,
myv,kal,5,2014-06-08,2014-06-22,2014-06-22,14,1009,1533,524,NA,NA,NA,NA,NA,NA,,
myv,kal,50,2014-06-08,2014-06-22,2014-06-22,14,1046,1673,627,NA,NA,NA,NA,NA,NA,,
myv,kal,150,2014-06-08,2014-06-22,2014-06-22,14,1005,1307,302,NA,NA,NA,NA,NA,NA,,
myv,non,5,2014-06-08,2014-06-22,2014-06-22,14,1020,2190,1170,NA,NA,NA,NA,NA,NA,,
myv,non,50,2014-06-08,2014-06-22,2014-06-22,14,999,1340,341,NA,NA,NA,NA,NA,NA,,
myv,non,150,2014-06-08,2014-06-22,2014-06-22,14,1032,1203,171,NA,NA,NA,NA,NA,NA,,
myv,skf,20,2014-06-08,2014-06-22,2014-06-22,14,1039,1230,191,NA,NA,NA,NA,NA,NA,,
myv,skf,50,2014-06-08,2014-06-22,2014-06-22,14,1041,1095,54,NA,NA,NA,NA,NA,NA,,
myv,skf,200,2014-06-08,2014-06-22,2014-06-22,14,996.1,1024,27.9,NA,NA,NA,NA,NA,NA,,
myv,skf,350,2014-06-08,2014-06-22,2014-06-22,14,1022,1066,44,NA,NA,NA,NA,NA,NA,,
myv,vin,5,2014-06-08,2014-06-22,2014-06-22,14,1047,1439,392,NA,NA,NA,NA,NA,NA,,
myv,vin,50,2014-06-08,2014-06-22,2014-06-22,14,1021,1224,203,NA,NA,NA,NA,NA,NA,,
myv,vin,150,2014-06-08,2014-06-22,2014-06-22,14,1046,1262,216,NA,NA,NA,NA,NA,NA,,
myv,btl,5,2014-06-22,2014-07-05,2014-07-05,13,994,1121,127,1,1,1,0,791,0,,
myv,btl,50,2014-06-22,2014-07-05,2014-07-05,13,1040,1204,164,1,1,1,1,786,3,,
myv,btl,150,2014-06-22,2014-07-05,2014-07-05,13,1044,1134,90,NA,NA,NA,NA,NA,NA,,
myv,flg,5,2014-06-22,2014-07-05,2014-07-05,13,1292,1364,72,NA,NA,NA,NA,NA,NA,,
myv,flg,50,2014-06-22,2014-07-05,2014-07-05,13,961,1180,219,NA,NA,NA,NA,NA,NA,,
myv,flg,150,2014-06-22,2014-07-05,2014-07-05,13,1015,1160,145,NA,NA,NA,NA,NA,NA,,
myv,flg,500,2014-06-22,2014-07-05,2014-07-05,13,1004,1035,31,1,1,1,2,209,0,,
myv,hag,5,2014-06-22,2014-07-05,2014-07-05,13,1003,1538,535,NA,NA,NA,NA,NA,NA,super dirty,
myv,hag,50,2014-06-22,2014-07-05,2014-07-05,13,1024,1404,380,NA,NA,NA,NA,NA,NA,,
myv,hag,150,2014-06-22,2014-07-05,2014-07-05,13,998,1026,28,1,1,1,0,215,0,,
myv,hag,500,2014-06-22,2014-07-05,2014-07-05,13,1006,1009,3,NA,NA,NA,NA,NA,NA,,
myv,kal,5,2014-06-22,2014-07-05,2014-07-05,13,1003,1199,196,NA,NA,NA,NA,NA,NA,,
myv,kal,50,2014-06-22,2014-07-05,2014-07-05,13,1004,1139,135,NA,NA,NA,NA,NA,NA,,
